"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Bhutan","BTN","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.385","1.393","1.415","1.404","1.4","1.393","1.395","1.4","1.648","2.32","2.945","2.729","2.529","3.345","3.337","3.817","4.792","5.213","5.575","4.072","4.918","2.218","3.782","3.629","3.272","3.553","3.905","4.258","3.329","6.113","6.231","8.22","4.243","4.127","4.093",
"Botswana","BWA","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.041","19.123","21.084","23.034","23.613","24.19","23.743","23.728","20.34","17.282","22.154","24.467","26.534","24.367","22.357","20.162","19.719","19.415","19.78","21.613","21.575","21.171","21.224","21.353","21.608","21.84","21.992","21.766","22.01","22.673","26.227","26.056","27.069","27.565","27.884",
"Central African Republic","CAF","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.266","6.402","6.464","6.507","6.467","6.458","6.424","6.409","6.403","6.343","6.53","6.604","6.666","6.59","6.592","6.512","6.459","6.402","6.471","6.576","6.55","6.466","6.393","6.409","6.518","6.499","6.477","6.43","6.554","7.143","7.417","7.013","6.926","7.025","6.997",
"Canada","CAN","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.687","10.189","10.674","9.793","9.113","9.287","8.917","7.986","7.292","6.695","6.855","7.123","7.157","6.852","6.464","6.201","5.789","5.768","7.16","7.354","7.173","6.95","6.682","6.502","6.305","6.275","5.927","5.527","5.263","9.521","7.339","5.137","5.259","6.011","6.559",
"Central Europe and the Baltics","CEB","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.88163678346899","10.5426896676291","12.273535297182","12.2856137179915","11.68460642204","11.1954101573431","10.3102444770669","9.91320227265044","10.9356398586187","12.7115617862002","14.0321977595481","14.4128453236412","13.7687734624134","13.2479035669551","12.7222202849823","10.6489565224704","8.20965632781508","6.97909348598781","8.49573509991462","9.82783613014382","9.89063989349793","10.1562948876697","10.2603214628328","9.14181443686652","7.89858430040608","6.42166300225996","5.23552291714644","4.27319616488452","3.83240012894315","4.39101099282431","4.44188744076476","3.93498711885701","4.00092670755916","4.03581956921598","4.15639218609118",
"Switzerland","CHE","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.691","2.984","4.466","4.259","3.66","4.084","3.93","4.085","3.531","3.119","3.459","3.097","4.489","4.764","5.093","4.7","4.508","3.969","4.511","5.197","4.798","4.737","4.918","4.986","4.912","5.006","5.058","5.109","4.712","5","5.237","4.382","4.283","4.56","5.039",
"Channel Islands","CHI","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.614","6.897","7.88","8.041","7.931","7.858","7.627","7.268","6.776","6.155","5.667","5.807","6.118","6.377","6.432","6.194","5.775","5.691","6.689","7.082","7.392","8.119","8.708","8.431","8.13","7.77","7.213","6.686","6.503","6.886","6.981","6.253","6.172","6.215","6.463",
"Chile","CHL","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.7","5.34","5.115","6.79","5.246","10.006","9.598","9.348","13.108","12.487","11.936","11.812","12.037","13.023","12.289","11.766","10.893","12.145","13.429","10.137","9.049","8.309","7.351","7.303","7.314","7.464","7.803","8.539","8.226","11.15","9.561","8.814","9.359","9.506","9.621",
"China","CHN","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.062","2.061","2.34","2.522","2.609","2.713","2.808","2.817","2.825","2.834","3.303","3.684","3.979","3.9","3.925","3.846","3.775","3.983","4.095","3.929","3.947","3.973","3.991","4.018","4.036","3.958","3.881","3.743","3.961","4.343","3.953","4.328","4.059","3.99","4.005",
"Cote d'Ivoire","CIV","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.704","6.803","5.96","5.126","4.174","4.123","4.057","4.192","4.51","4.915","5.269","5.578","5.912","5.99","6.105","6.113","6.378","6.484","6.677","6.721","7.245","7.332","5.122","3.98","3.154","2.352","3.848","3.45","3.019","3.049","2.97","2.573","2.523","2.532","2.623",
